id,product,amount,region
977,Gadget,1843.63,South
978,Doohickey,3432.55,West
979,Thingmajig,3152.58,South
980,Gadget,2794.11,West
981,Doohickey,4315.1,West
982,Doohickey,1951.43,South
983,Widget,682.73,North
984,Gadget,1971.87,North
985,Thingmajig,1948.43,East
986,Widget,3171.13,South
987,Gadget,1543.51,West
988,Thingmajig,175.65,East
989,Widget,859.6,North
990,Gadget,4257.49,West
991,Widget,1013.77,West
992,Gadget,2594.74,North
993,Widget,3647.07,West
994,Doohickey,965.45,South
995,Widget,4814.23,East
996,Thingmajig,2439.57,South
997,Gadget,1770.77,East
998,Doohickey,3305.23,South
999,Widget,2667.93,West
1000,Gadget,4276.65,East
1001,Gadget,2623.66,South
1002,Doohickey,4352.28,South
1003,Thingmajig,1982.32,North
1004,Thingmajig,674.73,West
1005,Gadget,4080.72,North
1006,Doohickey,2710.06,West
1007,Gadget,2431.38,West
1008,Widget,4058.88,East
1009,Thingmajig,2389.31,North
1010,Widget,1188.79,North
1011,Gadget,2472.66,South
1012,Gadget,4791.31,East
1013,Thingmajig,3878.9,North
1014,Thingmajig,2465.6,North
1015,Widget,547.66,South
1016,Thingmajig,2278.7,West
1017,Doohickey,3528.31,South
1018,Widget,776.71,South
1019,Widget,1679.17,South
1020,Thingmajig,3241.94,East
1021,Widget,4367.58,North
1022,Doohickey,2627.38,East
1023,Thingmajig,3273.2,North
1024,Gadget,2088.02,South
1025,Widget,1966.59,West
1026,Doohickey,1738.28,South
1027,Thingmajig,2299.01,South
1028,Gadget,4656.75,West
1029,Thingmajig,3373.46,North
1030,Gadget,934.13,South
1031,Doohickey,1096.8,West
1032,Widget,364.79,East
1033,Gadget,2425.41,South
1034,Widget,3550.04,South
1035,Widget,4482.33,South
1036,Widget,1219.59,South
1037,Gadget,3156.54,East
1038,Gadget,3876.54,North
1039,Thingmajig,4732.71,North
1040,Gadget,2975.79,South
1041,Thingmajig,64.66,West
1042,Thingmajig,4074.29,East
1043,Widget,1817.21,West
1044,Doohickey,4624.63,North
1045,Doohickey,424.26,North
1046,Thingmajig,4972.2,South
1047,Widget,2274.95,East
1048,Doohickey,1108.82,West
1049,Gadget,589.02,South
1050,Thingmajig,280.17,South
1051,Widget,1967.28,West
1052,Gadget,3769.73,South
1053,Thingmajig,2043.8,East
1054,Widget,2348.52,East
1055,Doohickey,3917.27,East
1056,Thingmajig,2821.92,East
1057,Doohickey,2727.81,South
1058,Gadget,3546.32,South
1059,Doohickey,1793.16,West
1060,Widget,3870.36,North
1061,Widget,2233.8,West
1062,Doohickey,4443.33,East
1063,Widget,4618.99,East
1064,Gadget,458.23,North
1065,Doohickey,476.15,West
1066,Gadget,714.48,South
1067,Thingmajig,2670.26,South
1068,Thingmajig,4540.58,South
1069,Doohickey,2059.16,West
1070,Doohickey,3137.62,East
1071,Doohickey,3559.06,North
1072,Gadget,3807.51,East
1073,Thingmajig,3601.53,West
1074,Doohickey,3025.85,North
1075,Gadget,4090.19,South
1076,Gadget,3356.74,North
1077,Doohickey,4966.73,West
1078,Doohickey,2166.64,South
1079,Widget,779.58,West
1080,Widget,727.14,West
1081,Doohickey,2756.37,West
1082,Doohickey,432.88,South
1083,Widget,4958.91,North
1084,Gadget,1148.41,North
1085,Thingmajig,1765.98,South
1086,Doohickey,548.2,South
1087,Doohickey,1715.64,East
1088,Thingmajig,3593.67,East
1089,Doohickey,474.51,West
1090,Gadget,4786.25,North
1091,Widget,1225.93,South
1092,Thingmajig,1914.57,West
1093,Doohickey,990.21,South
1094,Widget,1421.17,South
1095,Widget,3761.33,East
1096,Gadget,1006.4,South
1097,Widget,1839.98,East
1098,Widget,1166.0,South
1099,Widget,598.38,East
1100,Doohickey,382.74,West
1101,Doohickey,3315.27,North
1102,Widget,2586.45,East
1103,Doohickey,3877.64,East
1104,Thingmajig,1256.18,West
1105,Doohickey,4162.98,South
1106,Doohickey,1251.74,West
1107,Gadget,2488.45,West
1108,Thingmajig,3670.12,West
1109,Thingmajig,70.39,West
1110,Widget,3163.07,South
1111,Widget,453.33,North
1112,Gadget,2457.48,West
1113,Gadget,3582.12,West
1114,Doohickey,4530.85,East
1115,Doohickey,490.93,South
1116,Widget,112.67,East
1117,Widget,2774.67,West
1118,Widget,2303.87,North
1119,Thingmajig,1859.98,North
1120,Widget,4666.0,East
1121,Widget,1846.98,West
1122,Gadget,2938.19,South
1123,Widget,3818.32,South
1124,Gadget,3614.32,South
1125,Widget,1304.75,East
1126,Thingmajig,3199.59,North
1127,Doohickey,322.67,East
1128,Gadget,546.0,North
1129,Doohickey,3744.68,North
1130,Widget,1679.45,North
1131,Doohickey,1632.27,East
1132,Doohickey,1962.22,West
1133,Doohickey,367.15,South
1134,Doohickey,754.98,East
1135,Gadget,4991.62,West
1136,Thingmajig,1829.05,West
1137,Gadget,2094.39,West
1138,Gadget,1366.09,East
1139,Thingmajig,1865.29,East
1140,Thingmajig,3243.55,East
1141,Doohickey,2024.36,West
1142,Widget,1976.46,North
1143,Thingmajig,3934.02,North
1144,Gadget,418.7,West
1145,Thingmajig,4841.37,East
1146,Doohickey,1214.81,East
1147,Gadget,1204.3,West
1148,Gadget,4681.95,South
1149,Gadget,726.35,West
1150,Doohickey,3063.51,South
1151,Doohickey,2042.75,West
1152,Doohickey,276.11,East
1153,Gadget,4447.65,North
1154,Gadget,2482.26,East
1155,Widget,4469.59,South
1156,Widget,798.66,West
1157,Gadget,3699.73,South
1158,Thingmajig,4732.61,North
1159,Widget,3349.18,South
1160,Gadget,1183.75,West
1161,Gadget,2941.98,South
1162,Thingmajig,2909.07,North
1163,Thingmajig,4112.56,North
1164,Widget,4288.06,West
1165,Thingmajig,1639.31,North
1166,Widget,3209.4,East
1167,Gadget,2675.84,North
1168,Thingmajig,200.26,West
1169,Thingmajig,4404.57,East
1170,Widget,1656.65,South
1171,Thingmajig,1815.23,North
1172,Doohickey,1966.28,North
1173,Gadget,930.61,North
1174,Thingmajig,3697.15,East
1175,Doohickey,3446.9,East
1176,Doohickey,1534.89,South
1177,Widget,2076.14,West
1178,Doohickey,2860.78,East
1179,Thingmajig,3624.05,East
1180,Thingmajig,2437.42,East
1181,Thingmajig,2103.82,South
1182,Doohickey,3595.18,East
1183,Gadget,1187.04,South
1184,Widget,4102.17,South
1185,Doohickey,4655.94,North
1186,Widget,821.6,West
1187,Widget,2966.73,South
1188,Doohickey,4188.94,West
1189,Doohickey,3216.18,South
1190,Doohickey,4964.72,North
1191,Doohickey,1146.49,South
1192,Gadget,4192.14,East
1193,Thingmajig,2765.09,South
1194,Doohickey,926.75,North
1195,Gadget,974.09,East
1196,Widget,1742.03,South
1197,Widget,3193.74,South
1198,Gadget,4794.38,North
1199,Thingmajig,1640.37,South
1200,Gadget,2570.71,West
1201,Thingmajig,1015.41,West
1202,Doohickey,3826.83,South
1203,Doohickey,2411.62,South
1204,Gadget,2831.69,West
1205,Widget,1126.12,East
1206,Doohickey,466.77,West
1207,Widget,4415.79,South
1208,Doohickey,1884.57,East
1209,Widget,1454.77,South
1210,Thingmajig,2212.56,South
1211,Widget,473.08,North
1212,Thingmajig,3945.6,East
1213,Gadget,4824.3,West
1214,Widget,4221.33,North
1215,Thingmajig,3205.66,West
1216,Thingmajig,230.18,West
1217,Gadget,2231.18,North
1218,Gadget,2485.64,North
1219,Widget,4477.79,South
1220,Gadget,4519.62,North
1221,Widget,1100.06,East
1222,Gadget,2135.06,West
1223,Thingmajig,4027.45,West
1224,Thingmajig,1469.52,East
1225,Thingmajig,1698.32,North
1226,Widget,3705.92,North
1227,Gadget,3386.06,South
1228,Thingmajig,3359.57,North
1229,Gadget,395.65,North
1230,Widget,3513.68,East
1231,Doohickey,2126.13,East
1232,Thingmajig,4241.71,North
1233,Thingmajig,4581.19,West
1234,Widget,4738.71,East
1235,Widget,2336.66,South
1236,Gadget,4200.51,South
1237,Gadget,4639.28,North
1238,Gadget,3338.61,North
1239,Doohickey,1750.25,South
1240,Thingmajig,87.88,South
1241,Widget,1494.26,South
1242,Doohickey,4087.98,East
1243,Gadget,4050.95,South
1244,Widget,3405.24,East
1245,Thingmajig,2374.95,South
1246,Gadget,1168.46,West
1247,Widget,1209.73,East
1248,Thingmajig,1465.15,North
1249,Thingmajig,3894.82,South
1250,Thingmajig,2199.17,North
1251,Thingmajig,646.98,South
1252,Gadget,4805.22,West
1253,Thingmajig,1670.48,East
1254,Gadget,2006.34,North
1255,Widget,4082.35,East
1256,Gadget,269.73,South
1257,Doohickey,533.97,East
1258,Thingmajig,3864.18,North
1259,Doohickey,597.67,South
1260,Gadget,1271.01,East
1261,Thingmajig,4356.14,West
1262,Doohickey,672.97,West
1263,Thingmajig,1406.32,East
1264,Gadget,1601.41,West
1265,Gadget,3997.37,South
1266,Doohickey,3678.02,North
1267,Widget,1356.27,South
1268,Doohickey,944.41,East
1269,Thingmajig,3187.33,North
1270,Gadget,2297.01,East
1271,Widget,1541.04,South
1272,Widget,3079.49,North
1273,Doohickey,4355.07,North
1274,Thingmajig,517.83,West
1275,Doohickey,1214.12,West
1276,Gadget,613.85,East
1277,Thingmajig,3104.71,West
1278,Doohickey,1429.93,East
1279,Doohickey,1043.05,North
1280,Doohickey,2937.1,West
1281,Thingmajig,3607.14,West
1282,Doohickey,4215.74,West
1283,Gadget,2966.35,East
1284,Widget,4317.28,East
1285,Widget,4111.56,North
1286,Doohickey,801.48,West
1287,Widget,4857.3,West
1288,Thingmajig,527.7,West
1289,Gadget,3721.09,West
1290,Thingmajig,3332.97,South
1291,Widget,4475.0,West
1292,Thingmajig,993.69,West
1293,Widget,372.64,West
1294,Doohickey,561.37,South
1295,Thingmajig,986.81,South
1296,Widget,4840.03,West
1297,Doohickey,719.66,North
1298,Widget,1156.16,East
1299,Doohickey,1559.49,South
1300,Doohickey,507.68,West
1301,Thingmajig,4110.09,West
1302,Thingmajig,3835.69,South
1303,Widget,3529.87,East
1304,Thingmajig,2579.3,West
1305,Doohickey,1483.57,West
1306,Widget,4378.57,South
1307,Thingmajig,3896.52,North
1308,Thingmajig,4212.86,East
1309,Doohickey,1329.84,North
1310,Thingmajig,3313.37,West
1311,Gadget,1319.44,West
1312,Thingmajig,1281.62,East
1313,Doohickey,4612.32,West
1314,Thingmajig,3153.69,North
1315,Widget,4134.5,East
1316,Doohickey,4628.71,East
1317,Widget,2364.35,North
1318,Thingmajig,3813.88,North
1319,Gadget,1754.95,North
1320,Widget,3898.01,South
1321,Doohickey,2576.86,West
1322,Thingmajig,1020.75,North
1323,Widget,1458.92,South
1324,Widget,2124.72,South
1325,Thingmajig,3409.11,South
1326,Gadget,130.06,West
1327,Thingmajig,3508.43,East
1328,Gadget,359.25,North
1329,Gadget,461.03,South
1330,Doohickey,2751.14,East
1331,Doohickey,1004.29,West
1332,Doohickey,3783.84,West
1333,Gadget,1622.87,South
1334,Widget,1640.45,East
1335,Thingmajig,815.05,East
1336,Doohickey,583.46,South
1337,Gadget,1346.69,East
1338,Widget,3875.09,East
1339,Thingmajig,2628.99,East
1340,Doohickey,602.62,East
1341,Doohickey,565.62,South
1342,Gadget,3131.74,South
1343,Gadget,4040.21,South
1344,Widget,4753.04,North
1345,Gadget,2933.99,East
1346,Gadget,4055.05,West
1347,Doohickey,1084.14,North
1348,Gadget,4140.27,North
1349,Doohickey,3007.26,West
1350,Widget,548.56,East
1351,Thingmajig,3247.14,East
1352,Widget,1041.28,South
1353,Gadget,4508.31,North
1354,Doohickey,2142.07,East
1355,Thingmajig,4243.74,West
1356,Doohickey,2393.07,South
1357,Gadget,3234.23,South
1358,Widget,4159.56,East
1359,Doohickey,281.13,West
1360,Widget,3674.87,North
1361,Gadget,3496.06,North
1362,Thingmajig,4140.95,East
1363,Thingmajig,1948.83,South
1364,Gadget,3732.21,East
1365,Doohickey,2176.73,West
1366,Thingmajig,4635.74,East
1367,Gadget,1474.41,East
1368,Widget,2905.26,East
1369,Gadget,3653.43,West
1370,Thingmajig,1398.75,North
1371,Thingmajig,1508.75,South
1372,Thingmajig,4007.16,North
1373,Gadget,384.06,East
1374,Widget,3363.84,North
1375,Doohickey,2984.91,West
1376,Gadget,2092.09,East
1377,Gadget,267.52,West
1378,Thingmajig,3462.55,East
1379,Thingmajig,4198.6,West
1380,Thingmajig,1224.52,North
1381,Widget,4584.76,East
1382,Thingmajig,2707.5,North
1383,Widget,1238.42,West
1384,Widget,2807.5,North
1385,Thingmajig,1468.75,West
1386,Gadget,906.64,West
1387,Thingmajig,2691.21,East
1388,Gadget,1623.5,East
1389,Widget,2956.32,North
1390,Widget,1064.66,South
1391,Widget,4880.78,West
1392,Thingmajig,3317.86,East
1393,Doohickey,4242.51,South
1394,Doohickey,2774.39,East
1395,Widget,1263.35,South
1396,Doohickey,293.42,East
1397,Widget,4649.47,South
1398,Gadget,4789.9,East
1399,Doohickey,1547.27,West
1400,Doohickey,1707.87,North
1401,Doohickey,3215.03,South
1402,Doohickey,2915.07,West
1403,Doohickey,4548.12,South
1404,Thingmajig,718.74,West
1405,Doohickey,3601.39,North
1406,Doohickey,1362.56,South
1407,Widget,2411.7,West
1408,Widget,4490.02,South
1409,Gadget,562.2,North
1410,Thingmajig,4355.88,North
1411,Widget,3632.51,South
1412,Thingmajig,3679.88,East
1413,Thingmajig,3001.43,South
1414,Thingmajig,1341.59,West
1415,Thingmajig,2436.63,East
1416,Thingmajig,1471.97,West
1417,Doohickey,1756.32,North
1418,Gadget,2742.15,East
1419,Doohickey,1913.52,North
1420,Gadget,4386.14,East
1421,Doohickey,1354.16,North
1422,Doohickey,3401.93,East
1423,Widget,1793.4,East
1424,Thingmajig,2883.2,South
1425,Thingmajig,4706.5,East
1426,Thingmajig,1315.41,South
1427,Thingmajig,953.82,East
1428,Gadget,436.48,North
1429,Gadget,1341.88,South
1430,Doohickey,1912.83,South
1431,Doohickey,4793.09,North
1432,Gadget,3353.12,South
1433,Widget,363.65,North
1434,Doohickey,2328.79,South
1435,Thingmajig,3264.5,North
1436,Widget,2609.11,North
1437,Doohickey,3505.33,East
1438,Gadget,2152.63,West
1439,Doohickey,3668.5,South
1440,Thingmajig,4889.25,West
1441,Doohickey,468.07,North
1442,Thingmajig,2162.01,South
1443,Widget,443.25,East
1444,Doohickey,1177.49,South
1445,Doohickey,1414.18,North
1446,Doohickey,1683.16,East
1447,Thingmajig,2668.73,North
1448,Doohickey,2260.47,South
1449,Thingmajig,4360.97,South
1450,Gadget,3609.82,South
1451,Thingmajig,4092.52,North
1452,Thingmajig,1791.96,West
1453,Doohickey,199.66,West
1454,Doohickey,1473.4,West
1455,Widget,1637.25,West
1456,Widget,4785.16,North
1457,Doohickey,1227.31,South
1458,Doohickey,2085.75,South
1459,Thingmajig,4348.94,North
1460,Widget,910.33,North
1461,Doohickey,536.54,North
1462,Thingmajig,1734.95,East
1463,Thingmajig,2727.75,North
1464,Gadget,3044.2,North
1465,Widget,4923.4,North
1466,Thingmajig,2970.37,West
1467,Gadget,3889.96,South
1468,Widget,1272.06,North
1469,Widget,4416.29,West
1470,Gadget,2006.54,West
1471,Thingmajig,3117.43,East
1472,Doohickey,840.76,East
1473,Widget,4086.45,East
1474,Doohickey,3449.18,North
1475,Widget,4253.54,North
1476,Widget,2771.64,South
1477,Doohickey,475.76,West
1478,Widget,771.06,East
1479,Doohickey,1478.34,West
1480,Thingmajig,4067.56,South
1481,Thingmajig,1247.99,West
1482,Doohickey,1582.88,North
1483,Gadget,1048.29,East
1484,Thingmajig,1490.1,West
1485,Doohickey,1213.49,West
1486,Doohickey,2523.26,East
1487,Doohickey,2654.43,South
1488,Doohickey,451.91,West
1489,Thingmajig,3788.61,North
1490,Doohickey,820.93,East
1491,Doohickey,857.16,East
1492,Gadget,689.06,North
1493,Thingmajig,4702.01,West
1494,Doohickey,1481.95,East
1495,Widget,3003.26,East
1496,Doohickey,4467.26,North
1497,Widget,992.88,South
1498,Gadget,452.53,South
1499,Thingmajig,2566.17,South
1500,Gadget,4517.11,East
1501,Doohickey,3954.98,North
1502,Gadget,2191.13,West
1503,Gadget,1863.96,West
1504,Widget,1342.15,West
1505,Gadget,1962.27,West
1506,Thingmajig,2692.17,West
1507,Gadget,2723.05,South
1508,Thingmajig,1113.83,East
1509,Thingmajig,4330.41,South
1510,Thingmajig,2717.7,South
1511,Gadget,3705.76,West
1512,Doohickey,1598.8,West
1513,Thingmajig,3359.86,West
1514,Doohickey,1754.44,South
1515,Thingmajig,2500.78,West
1516,Doohickey,4203.94,East
1517,Gadget,4735.63,East
1518,Thingmajig,3862.7,South
1519,Thingmajig,445.49,East
1520,Gadget,837.68,West
1521,Gadget,1037.5,West
1522,Gadget,864.44,South
1523,Widget,4046.31,South
1524,Thingmajig,2625.65,North
1525,Thingmajig,583.49,East
1526,Doohickey,2162.15,South
1527,Thingmajig,2201.38,West
1528,Thingmajig,983.88,East
1529,Thingmajig,2441.68,West
1530,Widget,1038.48,North
1531,Doohickey,2709.66,East
1532,Gadget,3549.07,East
1533,Gadget,1629.99,East
1534,Widget,2795.08,South
1535,Widget,790.53,East
1536,Doohickey,4405.53,South
1537,Gadget,2757.99,North
1538,Gadget,3939.78,East
1539,Gadget,524.25,South
1540,Widget,3527.08,North
1541,Doohickey,3474.64,East
1542,Doohickey,4789.73,East
1543,Gadget,70.91,North
1544,Widget,446.58,East
1545,Thingmajig,104.83,North
1546,Gadget,3475.5,East
1547,Thingmajig,4009.18,West
1548,Thingmajig,4521.59,South
1549,Widget,1692.33,West
1550,Thingmajig,274.3,East
1551,Gadget,4514.76,East
1552,Doohickey,652.36,West
1553,Gadget,1970.76,South
1554,Widget,1580.87,West
1555,Gadget,1527.44,West
1556,Gadget,740.95,East
1557,Gadget,225.59,East
1558,Gadget,4001.03,South
1559,Thingmajig,2284.23,East
1560,Widget,949.76,West
1561,Doohickey,4247.27,West
1562,Gadget,796.54,South
1563,Doohickey,1665.96,West
1564,Doohickey,2550.15,East
1565,Gadget,4677.58,West
1566,Doohickey,1190.59,East
1567,Gadget,4781.51,East
1568,Thingmajig,4391.77,South
1569,Widget,522.01,North
1570,Gadget,371.86,East
1571,Widget,2871.51,East
1572,Gadget,1339.62,West
1573,Thingmajig,2577.14,North
1574,Widget,882.12,South
1575,Gadget,4451.45,South
1576,Gadget,3549.43,East
1577,Widget,1992.37,North
1578,Gadget,3741.38,East
1579,Widget,3997.15,East
1580,Gadget,3593.19,North
1581,Widget,4284.03,South
1582,Gadget,1201.5,South
1583,Doohickey,651.47,North
1584,Thingmajig,4998.72,East
1585,Thingmajig,3180.43,East
1586,Thingmajig,4186.95,West
1587,Doohickey,2543.96,West
1588,Widget,4647.19,East
1589,Thingmajig,4239.15,West
1590,Widget,1834.24,West
1591,Widget,2804.21,North
1592,Gadget,4235.3,South
1593,Thingmajig,1467.02,East
1594,Gadget,4541.89,East
1595,Thingmajig,2396.92,South
1596,Gadget,954.69,South
1597,Thingmajig,2632.76,North
1598,Gadget,1886.13,East
1599,Thingmajig,3485.48,East
1600,Widget,790.7,East
1601,Thingmajig,3830.1,South
1602,Gadget,1944.04,South
1603,Doohickey,3453.44,West
1604,Doohickey,3013.46,South
1605,Doohickey,2983.24,South
1606,Widget,2817.38,East
1607,Doohickey,4805.81,East
1608,Doohickey,4289.15,East
1609,Gadget,2104.96,West
1610,Widget,3650.2,West
1611,Doohickey,3907.43,South
1612,Thingmajig,272.12,North
1613,Doohickey,3957.21,South
1614,Gadget,4087.37,East
1615,Gadget,2133.17,East
1616,Widget,3037.0,North
1617,Widget,2319.6,East
1618,Gadget,4801.3,South
1619,Thingmajig,153.76,East
1620,Thingmajig,2155.7,East
1621,Doohickey,3872.61,South
1622,Doohickey,4694.68,East
1623,Widget,1378.78,North
1624,Widget,766.15,East
1625,Widget,288.18,North
1626,Thingmajig,1743.98,East
1627,Widget,3744.7,West
1628,Thingmajig,1293.01,North
1629,Thingmajig,2287.05,North
1630,Thingmajig,1147.53,East
1631,Thingmajig,4776.95,West
1632,Gadget,3214.72,East
1633,Thingmajig,156.9,South
1634,Thingmajig,369.75,South
1635,Doohickey,2981.91,West
1636,Thingmajig,4165.05,South
1637,Gadget,4850.47,West
1638,Widget,4431.66,West
1639,Widget,1933.8,East
1640,Doohickey,4901.08,West
1641,Widget,1504.62,South
1642,Widget,1261.53,South
1643,Gadget,333.88,West
1644,Gadget,4215.66,North
1645,Widget,2126.56,North
1646,Gadget,1818.88,East
1647,Widget,91.37,North
1648,Gadget,1325.97,East
1649,Doohickey,4822.85,West
1650,Doohickey,2475.0,North
1651,Widget,3319.47,South
1652,Widget,2875.77,South
1653,Gadget,1864.79,West
1654,Doohickey,3333.71,West
1655,Widget,465.88,South
1656,Gadget,2269.13,East
1657,Thingmajig,1680.89,North
1658,Gadget,4524.18,West
1659,Gadget,1894.16,South
1660,Doohickey,825.12,West
1661,Gadget,4279.62,East
1662,Gadget,4532.37,North
1663,Widget,3534.68,West
1664,Gadget,904.2,East
1665,Gadget,2865.9,West
1666,Gadget,3621.55,East
1667,Gadget,1776.01,East
1668,Doohickey,3598.8,North
1669,Doohickey,614.09,West
1670,Doohickey,181.69,West
1671,Gadget,4382.12,North
1672,Doohickey,2302.31,South
1673,Widget,4766.3,South
1674,Gadget,3402.76,West
1675,Gadget,1365.77,East
1676,Widget,4651.52,West
1677,Thingmajig,4294.15,West
1678,Widget,1463.89,South
1679,Gadget,434.43,North
1680,Doohickey,4046.54,East
1681,Thingmajig,2439.5,East
1682,Thingmajig,936.92,East
1683,Thingmajig,4301.09,South
1684,Widget,3411.47,North
1685,Gadget,1145.57,West
1686,Thingmajig,1315.84,South
1687,Doohickey,4825.68,West
1688,Thingmajig,4948.84,North
1689,Thingmajig,872.19,East
1690,Doohickey,214.69,West
1691,Thingmajig,804.01,South
1692,Thingmajig,4502.21,West
1693,Thingmajig,2378.8,East
1694,Gadget,4150.59,East
1695,Widget,1899.56,North
1696,Thingmajig,94.22,West
1697,Gadget,2766.92,West
1698,Widget,2477.35,South
1699,Thingmajig,828.26,West
1700,Gadget,4683.54,North
1701,Gadget,1361.14,North
1702,Thingmajig,3565.79,West
1703,Widget,3779.01,West
1704,Thingmajig,3964.22,South
1705,Gadget,2296.22,East
1706,Gadget,1968.7,East
1707,Gadget,2670.83,East
1708,Doohickey,1335.79,North
1709,Thingmajig,4695.61,South
1710,Gadget,4629.77,East
1711,Widget,3119.91,South
1712,Thingmajig,596.07,West
1713,Gadget,1661.01,South
1714,Thingmajig,1797.92,South
1715,Gadget,1091.7,South
1716,Gadget,1680.37,South
1717,Doohickey,1054.25,South
1718,Doohickey,1005.28,North
1719,Thingmajig,4106.5,South
1720,Doohickey,1263.66,North
1721,Widget,386.34,East
1722,Widget,3572.89,West
1723,Gadget,870.43,North
1724,Doohickey,3365.92,North
1725,Doohickey,4130.31,South
1726,Widget,1280.71,East
1727,Gadget,935.91,East
1728,Gadget,4027.11,North
1729,Widget,2954.22,South
1730,Doohickey,4872.12,West
1731,Thingmajig,4066.21,East
1732,Gadget,341.51,South
1733,Doohickey,3200.53,West
1734,Widget,4714.99,East
1735,Widget,2559.19,North
1736,Thingmajig,2970.02,East
1737,Doohickey,3431.67,East
1738,Doohickey,446.74,North
1739,Widget,1757.58,West
1740,Widget,554.07,North
1741,Widget,4810.31,North
1742,Widget,4542.57,North
1743,Doohickey,1284.54,West
1744,Gadget,2310.98,North
1745,Doohickey,3110.41,North
1746,Thingmajig,2569.48,North
1747,Widget,2397.04,West
1748,Gadget,3889.71,North
1749,Thingmajig,3966.2,South
1750,Widget,1267.62,East
1751,Thingmajig,2207.44,South
1752,Gadget,2388.76,West
1753,Thingmajig,1020.47,North
1754,Widget,1520.76,East
1755,Thingmajig,219.86,East
1756,Gadget,1523.45,South
1757,Widget,3197.8,South
1758,Widget,3481.97,East
1759,Gadget,4562.76,East
1760,Gadget,1011.51,West
1761,Widget,4240.67,North
1762,Thingmajig,1490.07,East
1763,Thingmajig,1681.37,North
1764,Thingmajig,872.91,North
1765,Thingmajig,2107.44,North
1766,Widget,1214.31,East
1767,Gadget,565.29,South
1768,Widget,334.02,South
1769,Thingmajig,698.17,West
1770,Widget,4851.02,West
1771,Doohickey,4414.97,East
1772,Gadget,1796.42,West
1773,Gadget,3162.16,East
1774,Thingmajig,400.67,North
1775,Gadget,374.04,South
1776,Doohickey,1262.67,East
1777,Gadget,3770.3,East
1778,Thingmajig,848.65,East
1779,Widget,2742.02,North
1780,Gadget,275.61,West
1781,Gadget,401.4,East
1782,Doohickey,4634.13,North
1783,Doohickey,4244.0,East
1784,Doohickey,2373.96,East
1785,Thingmajig,3794.53,South
1786,Thingmajig,665.38,North
1787,Thingmajig,2234.41,South
1788,Thingmajig,4231.85,North
1789,Gadget,1042.8,South
1790,Doohickey,1594.45,West
1791,Doohickey,3549.24,East
1792,Thingmajig,3553.6,West
1793,Thingmajig,3451.44,East
1794,Doohickey,1215.7,West
1795,Doohickey,3946.81,West
1796,Widget,2190.16,South
1797,Doohickey,369.83,North
1798,Gadget,1441.59,North
1799,Gadget,3095.98,North
1800,Thingmajig,460.61,West
1801,Doohickey,129.93,East
1802,Thingmajig,1035.43,North
1803,Widget,2380.06,East
1804,Thingmajig,596.51,North
1805,Doohickey,4714.3,East
1806,Gadget,1827.11,West
1807,Widget,3231.66,West
1808,Widget,4231.46,West
1809,Thingmajig,1517.18,South
1810,Widget,2902.45,East
1811,Thingmajig,1368.15,South
1812,Doohickey,3995.7,West
1813,Widget,1804.52,North
1814,Gadget,3147.18,North
1815,Doohickey,4677.55,West
1816,Gadget,956.32,South
1817,Widget,1345.71,East
1818,Thingmajig,3405.24,West
1819,Gadget,2343.04,North
1820,Doohickey,769.75,South
1821,Doohickey,1725.71,South
1822,Thingmajig,3860.42,North
1823,Doohickey,1900.03,North
1824,Gadget,2864.05,North
1825,Doohickey,4316.31,East
1826,Widget,3777.75,West
1827,Doohickey,4938.81,South
1828,Thingmajig,3460.59,East
1829,Gadget,1241.33,South
1830,Gadget,3542.36,North
1831,Widget,2421.43,West
1832,Gadget,2179.81,South
1833,Gadget,2152.01,East
1834,Gadget,1865.34,West
1835,Widget,2562.82,West
1836,Doohickey,1396.37,East
1837,Gadget,3469.85,North
1838,Doohickey,520.4,West
1839,Thingmajig,2696.75,East
1840,Widget,436.6,North
1841,Thingmajig,2883.51,West
1842,Thingmajig,1358.6,North
1843,Doohickey,700.97,South
1844,Thingmajig,1559.04,East
1845,Doohickey,691.53,South
1846,Thingmajig,498.04,West
1847,Doohickey,815.35,South
1848,Gadget,3908.05,East
1849,Doohickey,959.72,South
1850,Thingmajig,1702.36,West
1851,Thingmajig,2749.0,North
1852,Doohickey,4352.93,North
1853,Doohickey,2513.46,West
1854,Doohickey,389.53,North
1855,Widget,3624.91,East
1856,Doohickey,1374.16,West
1857,Widget,1824.14,North
1858,Widget,2292.74,South
1859,Widget,3860.05,West
1860,Gadget,94.81,South
1861,Gadget,844.75,South
1862,Thingmajig,273.7,West
1863,Widget,1795.67,North
1864,Gadget,3370.77,West
1865,Thingmajig,2681.12,East
1866,Doohickey,1495.46,North
1867,Gadget,525.61,East
1868,Widget,4247.36,West
1869,Widget,3666.46,East
1870,Gadget,4886.43,South
1871,Doohickey,4586.44,North
1872,Doohickey,1378.7,East
1873,Widget,4787.64,East
1874,Doohickey,443.06,East
1875,Gadget,3120.82,North
1876,Thingmajig,1204.74,North
1877,Doohickey,4855.75,South
1878,Widget,3042.61,South
1879,Doohickey,3862.56,West
1880,Widget,3320.08,West
1881,Thingmajig,669.38,East
1882,Thingmajig,149.69,South
1883,Gadget,1040.08,South
1884,Doohickey,4918.13,West
1885,Doohickey,1726.24,South
1886,Doohickey,484.87,East
1887,Thingmajig,1686.47,North
1888,Gadget,3195.92,South
1889,Gadget,516.34,South
